user input,assistant response
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, lower abdominal pain, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, pain during intercourse, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, pain during intercourse, lower abdominal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, vaginal discharge.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, vaginal discharge, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, lower abdominal pain, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, lower abdominal pain, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, lower abdominal pain, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, lower abdominal pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, lower abdominal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, pain during intercourse, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, pain during intercourse, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, lower abdominal pain, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, pain during intercourse, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, pain during intercourse, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pain during intercourse, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, painful urination, lower abdominal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, lower abdominal pain, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain, vaginal discharge, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, lower abdominal pain, vaginal discharge, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, lower abdominal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, lower abdominal pain, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal discharge, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, vaginal discharge, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, painful urination, pelvic pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, pain during intercourse, lower abdominal pain, pain during pregnancy.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, lower abdominal pain, vaginal discharge, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, pain during intercourse, vaginal discharge, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, painful urination, lower abdominal pain, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from painful urination, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, painful urination, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, vaginal itching, painful urination, lower abdominal pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from vaginal itching, painful urination, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from suprapubic pain, sharp abdominal pain, pain during intercourse.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
"I am suffering from sharp abdominal pain, vaginal itching, vaginal discharge, pelvic pain, vaginal pain.",You may be suffering from vaginitis. It is advised to see a healthcare professional.
